#{"t_start": 1776510103.5959845, "env_id": "None"}
r,l,t
-911.441753,8,10.370173
-2478.111242,9,10.373615
-2243.028784,9,10.376197
-11446.200715,10,10.382545
-246.047029,8,10.385643
-629.132001,8,10.388303
-154.611822,7,10.390839
-6662.433453,13,10.395531
-410.258525,9,10.398643
-91.545083,8,10.401588
-1265.00141,8,10.404228
-7110.134645,9,10.407555
-704.805318,9,10.410817
-114.916094,8,10.413503
-1125.045173,8,10.419584
-1769.971687,8,10.423623
-533.143914,8,10.428529
-18976.626925,10,10.432406
-967.52253,8,10.434939
-4325.694775,9,10.438407
-5893.126751,9,10.441287
-265.374822,8,10.444978
-14877.804701,12,10.44917
-6878.884941,10,10.453516
-3366.351216,9,10.459571
-633.24347,9,10.466521
-983.671399,8,10.46916
-1744.133092,8,10.472115
-6690.280381,14,10.482811
-3773.687238,11,10.486954
-2381.496186,9,10.489253
-154.349266,7,10.491337
-291.47612,8,10.494637
-2255.513071,9,10.497515
-956.29535,8,10.500441
-608.208593,9,10.503715
-13671.107519,10,10.507557
-997.497784,9,10.51046
-1201.40467,9,10.512738
-1190.672267,8,10.51514
-991.273754,8,10.517248
-3196.201418,9,10.5195
-5385.778546,9,10.521962
-7005.023807,10,10.526436
-2447.189572,9,10.52984
-4550.393489,10,10.532971
-2043.716759,9,10.536252
-973.002385,8,10.538558
-692.434236,8,10.541529
-538.764061,9,10.54501
-88.110642,7,10.547247
-3198.42406,9,10.550368
-1578.66831,9,10.553306
-116.804998,9,10.557694
-1003.787444,10,10.563541
-1010.98176,9,10.566572
-466.7206,8,10.56858
-1089.287907,8,10.571351
-4442.750572,10,10.575886
-78.15998,7,10.577865
-1519.153201,8,10.58041
-4145.496544,9,10.582813
-1022.336086,9,10.58527
-1545.378745,9,10.588098
-171.399123,10,10.593111
-1905.84358,9,10.597254
-1106.040204,8,10.599648
-1137.36269,8,10.602145
-5715.697076,9,10.605157
-591.784583,8,10.610192
-4608.509911,9,10.614286
-978.733244,8,10.616493
-7728.632674,9,10.618809
-4137.382068,9,10.622211
-2246.476076,9,10.625229
-2537.037619,10,10.628009
-949.688794,8,10.631401
-1229.370759,8,10.633899
-1579.31929,9,10.637289
-2990.821511,9,10.640401
-1047.776177,9,10.643718
-140.076032,7,10.646005
-4273.27199,9,10.648909
-2254.407269,11,10.65318
-4265.771135,9,10.656027
-1540.918415,8,10.660443
-7474.491751,9,10.663345
-764.283044,8,10.666405
-1032.370793,8,10.669101
-3335.513239,9,10.672674
-113.592626,7,10.676092
-969.768956,8,10.679104
-4729.831927,9,10.684425
-11739.24097,10,10.690704
-5516.221903,10,10.698325
-579.110852,8,10.704012
-6232.786148,10,10.711604
-1305.676565,9,10.717881
-2236.83432,10,10.725297
-1012.357995,8,10.729771
-133.195821,9,10.732935
-2273.675386,9,10.736248
-1494.699367,8,10.738982
-32403.200511,10,10.742933
-2284.323863,9,10.746777
-1257.254876,8,10.749472
-304.811788,8,10.752564
-2268.277198,9,10.755394
-336.306546,8,10.758772
-3641.689693,10,10.763254
-7641.918283,10,10.766779
-384.662082,8,10.768943
-285.432189,8,10.773787
-1168.513192,8,10.777811
-2237.052959,9,10.781591
-266.911593,9,10.783875
-2254.488864,9,10.786467
-1037.14365,8,10.788637
-2410.719288,9,10.792145
-904.371463,8,10.795361
-567.552967,9,10.799097
-6305.780734,9,10.805038
-1500.641852,8,10.809882
-2678.355609,9,10.812207
-721.182289,8,10.81454
-4516.384167,10,10.817177
-4276.812301,9,10.81939
-3630.360329,9,10.821968
-2447.300009,9,10.825816
-231.542879,8,10.828848
-667.543587,9,10.832091
-1058.61821,8,10.834747
-4383.355202,10,10.83959
-4413.06171,9,10.84344
-1132.798244,8,10.846196
-1896.252164,9,10.849027
-833.012724,8,10.852077
-1205.583437,8,10.854775
-729.927191,8,10.858042
-998.222283,8,10.860868
-389.891101,8,10.863701
-10797.472155,9,10.869852
-6639.865171,10,10.874906
-2255.313551,9,11.524128
-929.045021,8,11.526329
-1105.440883,8,11.528346
-4468.826914,9,11.531533
-113.237564,7,11.533801
-6296.175886,9,11.536784
-37203.170507,10,11.540286
-4143.354512,9,11.543374
-3058.048636,9,11.546519
-309.638234,8,11.549099
-720.412072,9,11.551939
-524.149802,8,11.554421
-928.283511,8,11.557419
-3945.123427,9,11.560498
-611.959524,8,11.564259
-797.613482,8,11.567063
-132.471324,7,11.569353
-2928.237284,9,11.572179
-2254.93837,9,11.575459
-2299.039777,9,11.578549
-131.905583,8,11.58155
-2242.803705,9,11.585235
-928.974183,9,11.587944
-2056.790966,9,11.590722
-1137.263567,8,11.593211
-13379.828518,10,11.60275
-957.899916,8,11.611928
-132.309653,7,11.614611
-4803.870893,10,11.617424
-1154.646279,9,11.619921
-4159.849514,9,11.622657
-1449.322049,10,11.63213
-842.887363,8,11.638606
-1631.311261,8,11.646303
-1147.967044,10,11.654089
-1061.530283,9,11.659611
-2249.404933,9,11.663134
-945.969934,8,11.66575
-604.499831,8,11.668366
-1179.420205,8,11.670842
-4257.493471,9,11.676176
-448.510726,10,11.68192
-128.444784,7,11.685484
-417.940357,11,11.690305
-117.482843,8,11.693765
-709.140563,10,11.697327
-4195.647,9,11.700657
-1147.909301,9,11.703829
-9073.45683,9,11.707487
-4178.647166,9,11.710755
-391.841587,8,11.7137
-4817.65363,9,11.716675
-4383.034402,11,11.720309
-123.756132,8,11.722869
-9266.173474,10,11.726181
-4487.446288,9,11.729169
-4519.150117,9,11.732082
-892.385738,8,11.73468
-976.386532,8,11.737574
-999.730895,8,11.740454
-1076.806156,8,11.743207
-130.695186,8,11.745667
-2320.343913,9,11.748557
-2243.954526,9,11.751784
-8866.153941,10,11.754773
-2336.42886,9,11.757746
-319.227228,8,11.760344
-4665.191537,9,11.763128
-7174.114487,9,11.765948
-1194.928503,8,11.768843
-878.648195,8,11.771492
-1022.427934,8,11.774305
-2343.68109,9,11.777356
-764.089384,8,11.779938
-751.840926,9,11.783013
-2519.073203,10,11.786116
-569.480122,8,11.788656
-3038.219868,9,11.791839
-715.521078,8,11.794384
-1138.956197,8,11.796862
-5014.728254,10,11.800171
-114.166906,7,11.802325
-4122.076875,9,11.805171
-577.629,8,11.807884
-291.599358,13,11.811932
-619.202389,8,11.814751
-896.556588,8,11.817302
-908.608319,8,11.81979
-5748.637128,10,11.822925
-2235.155655,9,11.825915
-992.212916,8,11.82855
-355.176456,8,11.83169
-4807.063126,10,11.834883
-724.805714,9,11.837599
-271.354077,9,11.840553
-333.492689,8,11.842796
-748.731927,8,11.845231
-2424.104392,9,11.848214
-35544.144784,11,11.851606
-6937.198978,9,11.85438
-327.14271,9,11.858763
-303.801726,8,11.861696
-5905.467901,9,11.864693
-108.267384,7,11.866888
-3617.020491,14,11.871119
-567.765538,8,11.873775
-9284.000509,10,11.877374
-2534.618272,9,11.880221
-1268.190773,8,11.882732
-3420.685808,10,11.885772
-1421.485528,8,11.888497
-246.6812,8,11.891599
-8828.158598,11,11.89628
-480.315172,8,11.898814
-2343.004502,9,11.901529
-1400.975262,8,11.904131
-352.538514,9,11.908838
-4606.37707,9,11.914695
-4751.674536,10,11.920898
-2211.094705,9,11.927625
-1282.83164,9,11.933453
-578.96858,8,11.936254
-1010.050248,8,11.938382
-1083.887564,9,11.940977
-893.155775,8,11.94337
-7570.147736,10,11.945843
-91.278916,7,11.948368
-254.215477,8,11.95182
-8196.536816,9,11.954241
-119.505638,7,11.956591
-352.050894,8,11.958877
-407.867519,8,11.960922
-9199.270371,9,11.963156
-986.900479,8,11.965122
-6937.374975,10,11.967601
-3793.46861,9,11.969744
-105.265521,7,11.972976
-2101.036782,9,11.976523
-6728.478722,13,11.980414
-5343.490824,9,11.983273
-305.494494,8,11.985742
-6764.302601,9,11.989299
-2343.79202,9,11.992537
-146.756349,7,11.994903
-318.768651,8,11.997452
-86.851622,8,12.000089
-674.287458,9,12.003174
-1036.407886,10,12.006385
-6639.320795,9,12.009362
-1057.164103,8,12.011899
-2041.225639,9,12.01472
-4322.457635,9,12.017575
-995.754462,8,12.02047
-776.048536,8,12.023085
-682.195569,8,12.025982
-8217.984709,9,12.02918
-1003.004009,8,12.031953
-33997.999816,11,12.035754
-785.785345,9,12.038619
-442.600602,8,12.041381
-1606.2972,10,12.044611
-108.541228,7,12.046826
-273.703349,8,12.049253
-5301.507069,10,12.05245
-942.24265,9,12.055279
-1201.774669,8,12.057926
-72.172839,8,12.060642
-363.971711,8,12.063207
-944.137297,8,12.065873
-1001.90434,10,12.069308
-1017.773949,8,12.072015
-642.605712,8,12.074471
-4674.471127,9,12.077008
-4487.41692,9,12.079373
-624.859001,8,12.081857
-103.870534,7,12.084632
-17218.271931,10,12.091705
-740.780097,10,12.096562
-440.635728,10,12.100133
-2598.262148,11,12.103836
-732.472103,8,12.106714
-4135.074299,12,12.111192
-508.222591,8,12.114001
-1212.247684,8,12.116668
-520.419118,8,12.119117
-5687.078076,9,12.121873
-2185.75774,9,12.124869
-236.347752,8,12.127428
-567.927642,8,12.130089
-780.460552,9,12.133036
-871.937292,8,12.135604
-142.21041,7,12.13775
-2307.449743,9,12.140803
-924.519715,8,12.143472
-139.42816,8,12.146176
-326.588579,10,12.149646
-12272.024395,10,12.152694
-138.754638,7,12.154874
-1261.249581,10,12.158174
-1484.310449,8,12.161707
-106.605287,9,12.164689
-1293.299703,8,12.167194
-721.282876,9,12.169952
-616.127239,8,12.172509
-3357.182768,9,12.175746
-8067.929035,9,12.179199
-1696.332868,9,12.182014
-33247.99938,12,12.185631
-646.434278,9,12.188389
-147.611709,8,12.191252
-4682.104684,9,12.195093
-4615.311824,9,12.197947
-321.443126,8,12.200567
-883.667677,8,12.203029
-4477.757245,9,12.205894
-270.460397,10,12.213374
-773.819891,8,12.215717
-415.526705,8,12.217647
-578.146244,9,12.219762
-2255.776117,9,12.221915
-5390.157579,10,12.226567
-1722.746949,10,12.229832
-996.824558,8,12.232444
-5415.798961,9,12.235347
-680.576595,8,12.237859
-2297.37104,10,12.24482
-1144.046318,8,12.249947
-1048.339475,8,12.256098
-6495.409449,10,12.263274
-690.90667,8,12.26549
-1016.398928,10,12.267973
-704.389847,8,12.269913
-2299.230206,9,12.273294
-237.842266,8,12.27623
-617.063685,9,12.961806
-2035.931603,9,12.964374
-123.468511,7,12.96655
-2060.084621,10,12.969795
-742.521383,8,12.972853
-606.804647,8,12.977334
-4166.465793,9,12.979666
-562.587305,8,12.982007
-13741.942425,10,12.985365
-1388.821046,9,12.988147
-5121.663516,9,12.993993
-1137.69003,8,12.99895
-1058.528925,8,13.001533
-1309.568928,8,13.00413
-915.651494,8,13.007085
-5041.377092,9,13.009959
-516.967596,8,13.012426
-323.248006,10,13.016282
-789.610136,8,13.018766
-252.180299,8,13.021235
-10869.506054,9,13.024635
-101.443006,9,13.027418
-4486.269557,10,13.030662
-1125.949199,8,13.033265
-7283.380153,9,13.036093
-2662.829105,9,13.039055
-4469.94135,9,13.042438
-1195.331547,8,13.048531
-123.802201,8,13.050582
-61398.961415,10,13.053166
-5544.144641,9,13.055485
-2312.984983,9,13.058127
-1218.206175,9,13.060892
-8986.177581,10,13.064266
-391.072253,8,13.066911
-7454.579978,9,13.069815
-118.526563,8,13.072927
-1087.223576,9,13.07598
-1074.34214,8,13.07872
-4678.293525,11,13.082049
-1218.212933,10,13.086055
-282.748733,8,13.088645
-1020.148549,9,13.091497
-3561.510045,9,13.094681
-717.896485,8,13.097207
-2681.039418,9,13.10002
-4018.273746,9,13.1028
-99.646594,7,13.104995
-4101.430758,9,13.110638
-2340.072901,11,13.115767
-598.320763,10,13.121127
-388.941852,8,13.126432
-2326.701155,9,13.129457
-1437.718176,9,13.132593
-623.950806,9,13.135513
-152.214646,8,13.138082
-80.94858,8,13.141551
-1134.047345,10,13.144924
-4456.045279,15,13.149447
-989.071977,11,13.152947
-38729.850468,10,13.156441
-88.558699,7,13.159269
-997.988036,8,13.161772
-2632.704165,9,13.164605
-150.627898,7,13.166781
-22938.786701,10,13.169868
-35674.780849,10,13.173787
-254.743021,8,13.176446
-2294.959602,10,13.179609
-1490.750499,9,13.182361
-1033.558,8,13.184972
-1661.545962,9,13.188016
-2279.211197,9,13.191255
-2259.974346,9,13.194294
-4320.863858,10,13.197363
-346.169856,8,13.199822
-5724.591365,9,13.203076
-935.303982,9,13.206344
-7869.72554,9,13.20992
-5406.230624,9,13.212949
-4129.794056,10,13.216356
-1701.521623,9,13.219575
-241.310514,10,13.223141
-118.295015,7,13.225633
-599.990301,8,13.228357
-7290.200831,10,13.231632
-1121.033446,9,13.234933
-2470.464428,9,13.237822
-1699.073759,9,13.24098
-138.725357,8,13.243719
-2097.512635,10,13.246828
-5596.482055,9,13.249645
-1039.250764,8,13.252421
-114.414189,9,13.255314
-381.291507,8,13.258229
-5033.941961,9,13.261076
-2960.433625,10,13.264197
-2776.69015,11,13.268007
-2129.62515,9,13.270828
-125.860294,7,13.273605
-4674.432947,10,13.277013
-396.333236,8,13.279648
-2990.637007,9,13.282686
-119.554508,8,13.285303
-1672.673987,9,13.288377
-5473.997395,9,13.29197
-363.521767,8,13.29466
-1459.534898,9,13.297624
-133.717299,7,13.3006
-2259.342716,9,13.303581
-1170.722671,10,13.306937
-1073.71993,8,13.30962
-282.152179,8,13.312147
-421.6994,8,13.31478
-1158.589066,9,13.317628
-844.371639,8,13.320373
-3513.774245,9,13.32346
-1049.621265,8,13.325956
-2179.069774,9,13.328199
-602.547148,8,13.330816
-1271.406836,8,13.333455
-4362.289269,10,13.336532
-919.787852,8,13.339319
-2617.537227,9,13.342184
-3183.485171,9,13.345031
-307.511752,9,13.348071
-1794.708616,9,13.350839
-4427.376733,9,13.353708
-3250.849615,9,13.356749
-1023.81448,12,13.360459
-4629.146556,9,13.363799
-4263.779827,9,13.366619
-1070.383459,9,13.369441
-2460.591567,9,13.372458
-685.239438,9,13.375409
-325.980695,8,13.378146
-4198.851365,9,13.380971
-1009.474509,9,13.383808
-891.018489,8,13.386232
-327.924991,10,13.38965
-503.645997,8,13.39251
-289.29947,12,13.400768
-87.298812,7,13.405374
-960.055194,9,13.410593
-1177.980169,9,13.413562
-966.863102,8,13.416141
-159.196083,8,13.418586
-1458.137001,8,13.4211
-4518.104023,9,13.424234
-3119.968162,9,13.42772
-1502.593221,9,13.430582
-236.136597,8,13.433078
-683.164581,9,13.435906
-2216.18647,9,13.438629
-4222.414625,9,13.442389
-269.310125,8,13.444435
-929.650317,8,13.446371
-933.288137,8,13.448335
-735.242723,9,13.450444
-127.042551,7,13.452171
-267.126356,8,13.454148
-618.982092,8,13.457524
-1467.325961,9,13.46066
-2231.136633,9,13.463025
-6877.18315,9,13.465246
-258.315717,8,13.467426
-1004.603529,8,13.469388
-1059.417206,10,13.47295
-2257.905549,9,13.476396
-126.835369,7,13.478731
-149.360461,8,13.481302
-258.680699,8,13.484024
-2152.248789,9,13.486751
-1654.972,9,13.490094
-113.223535,7,13.492561
-1904.770367,9,13.495352
-2244.162438,9,13.498119
-3498.277621,10,13.501154
-634.14649,8,13.503851
-5859.926093,9,13.506802
-240.529687,7,13.509055
-123.521375,8,13.511613
-37166.594717,12,13.515275
-87.733458,7,13.517498
-12815.582097,10,13.521281
-132.897739,8,13.524055
-1032.948911,8,13.526815
-907.437527,8,13.529329
-1162.970197,9,13.532113
-683.59559,8,13.534707
-763.481948,9,13.537647
-887.240449,8,13.541587
-3562.514822,9,13.544502
-111.776271,8,13.546658
-139.610559,8,13.54893
-122.713064,7,13.551169
-1139.268669,9,13.553736
-282.34376,8,13.555938
-7470.592918,9,13.558238
-2222.48215,11,13.560909
-303.327239,9,13.56297
-167.401277,8,13.56494
-3772.224024,9,13.568092
-264.01629,8,13.5715
-731.675856,9,13.576078
-497.837071,8,13.578511
-677.738012,9,13.58105
-318.68336,9,13.58418
-2922.239726,9,13.586931
-381.173195,8,13.589693
-721.454723,9,13.592623
-739.179002,8,13.595157
-2861.866605,9,13.598166
-7896.586406,11,13.601768
-135.96485,7,13.604038
-894.350945,8,13.60662
-4774.9536,9,13.609599
-1083.440153,13,13.613548
-1204.713216,9,13.616897
-4584.434607,9,13.619853
-2045.382694,9,13.622674
-585.900257,9,13.625577
-296.964106,8,13.62815
-36044.488134,16,13.633987
-1430.354293,9,13.636778
-1657.647004,9,13.639864
-1103.860176,8,13.642474
-1072.338534,8,13.644973
-2287.946718,11,13.648788
-1720.458609,9,13.651595
-20213.614656,10,13.654631
-142.586681,11,13.658281
-2551.301092,9,14.339226
-671.719111,9,14.343915
-324.160058,8,14.347517
-1083.564471,9,14.349886
-83.926942,7,14.351783
-1507.021338,9,14.354291
-464.901051,8,14.357748
-659.018324,8,14.360561
-4138.615223,11,14.363957
-896.24937,8,14.366478
-91.347387,8,14.36897
-101.283943,8,14.371653
-518.270713,8,14.37523
-6504.461369,10,14.378373
-367.627677,8,14.380936
-4393.539748,9,14.383912
-2272.898846,9,14.386868
-6561.410994,9,14.390341
-1288.931751,8,14.393068
-2185.473864,9,14.395933
-277.259697,8,14.398396
-684.131687,11,14.40188
-4618.798771,9,14.405301
-883.672625,9,14.408506
-1170.959768,8,14.411024
-1074.649804,8,14.413704
-4067.276105,9,14.416531
-2746.970146,10,14.420995
-97.078817,8,14.424433
-419.44662,8,14.427117
-1408.833484,8,14.429594
-309.10658,9,14.43245
-5657.365716,9,14.435389
-2227.558837,9,14.438526
-1257.382571,8,14.441459
-596.470138,8,14.444157
-4477.489005,9,14.447272
-3723.213661,9,14.450063
-9261.60074,10,14.45363
-1596.879538,8,14.456429
-4184.411783,11,14.459929
-344.065625,9,14.46267
-4321.070427,9,14.465557
-1095.848571,9,14.468847
-36353.019173,10,14.472148
-1763.358904,9,14.475243
-512.86206,8,14.47779
-302.516216,9,14.480613
-1309.577177,9,14.483663
-4825.888371,9,14.48654
-4479.065211,12,14.490323
-310.206447,8,14.493095
-1074.387514,8,14.495592
-4818.182821,9,14.49834
-875.994624,8,14.504131
-3184.82128,9,14.510448
-705.74459,8,14.512623
-1230.796079,9,14.514827
-538.587049,8,14.517533
-1024.368364,9,14.519925
-4603.968699,11,14.524196
-241.535378,8,14.526328
-6656.771485,9,14.528577
-691.262621,10,14.531397
-4974.061883,10,14.534255
-3305.500713,9,14.536525
-11037.397537,9,14.538911
-4481.661585,9,14.541404
-526.244248,8,14.543715
-4798.677257,9,14.546025
-130.136413,7,14.548533
-5229.023856,9,14.55139
-4179.582639,9,14.554105
-694.308742,8,14.559268
-258.745461,8,14.561519
-1535.244208,8,14.563999
-4929.515324,9,14.5683
-987.545501,9,14.570613
-4687.935854,9,14.575731
-6062.311316,9,14.577999
-949.737445,8,14.580969
-260.727429,8,14.583555
-3200.673074,9,14.586375
-2356.95251,9,14.589492
-7505.163247,10,14.592185
-1170.906768,9,14.594753
-7684.470913,10,14.597264
-1088.603522,9,14.599713
-242.180477,8,14.601849
-321.210194,8,14.603865
-4954.942167,10,14.606492
-7180.16389,11,14.609423
-1055.974136,8,14.611513
-2329.929582,9,14.613699
-1440.241975,8,14.61642
-240.05551,8,14.619194
-566.854698,12,14.623256
-639.487599,9,14.626174
-1594.105229,9,14.629054
-1008.460637,8,14.631981
-812.893923,8,14.634557
-4536.302431,9,14.637388
-250.482112,8,14.640184
-714.465284,8,14.642787
-2295.857649,9,14.645596
-106.449112,7,14.65094
-982.492585,8,14.656224
-285.377191,8,14.658483
-1769.395107,9,14.661195
-1433.914084,14,14.665828
-7661.231821,9,14.668857
-294.019366,10,14.672438
-27278.018884,10,14.675118
-4540.548543,9,14.677408
-4241.891601,10,14.681529
-262.353471,8,14.684205
-392.257242,8,14.686726
-4656.230579,9,14.689719
-1087.610405,8,14.691956
-951.584568,10,14.695168
-115.382621,7,14.697474
-373.345602,8,14.700012
-895.049462,9,14.702771
-7854.602193,9,14.706632
-2066.498381,11,14.711931
-350.302138,8,14.71444
-3062.785655,9,14.717255
-4193.855019,9,14.720021
-343.759448,8,14.724148
-6066.96764,10,14.728628
-1071.925056,10,14.731126
-111.060095,8,14.732993
-328.985562,8,14.734866
-843.48301,8,14.73973
-4323.036556,12,14.744621
-287.135705,10,14.747822
-931.118645,8,14.750341
-5515.790189,9,14.753075
-1045.18536,9,14.758736
-5109.530313,9,14.761655
-962.415114,8,14.764226
-232.429135,8,14.766652
-5394.98236,9,14.769461
-11259.846885,12,14.77372
-1075.869831,8,14.776614
-633.209958,8,14.779368
-1074.827726,9,14.7874
-1146.18545,8,14.79055
-1156.071666,9,14.793616
-1000.63732,9,14.796431
-1516.59231,9,14.799231
-12568.750755,10,14.802282
-3029.287134,9,14.806359
-1062.213857,8,14.809211
-1103.096753,9,14.811459
-7583.406336,9,14.813738
-4720.083067,9,14.815958
-1206.516531,8,14.817965
-8427.508973,10,14.820455
-320.214692,8,14.823402
-4647.747069,9,14.825714
-3373.546504,9,14.828031
-4710.59239,9,14.830248
-13178.044559,10,14.832826
-5717.220534,10,14.835367
-1049.831328,9,14.840163
-137.834145,7,14.842257
-239.134,7,14.844132
-357.066598,8,14.8462
-542.501744,8,14.848242
